application_date,segment,branch_id,state,zone,no_of_applicants
3/5/2018,1,101,UTTAR PRADESH,EAST,0
3/5/2018,1,103,BIHAR,EAST,51
3/5/2018,1,104,JHARKHAND,SOUTH,26
3/5/2018,1,105,GUJARAT,WEST,31
3/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
3/5/2018,1,117,MAHARASHTRA,WEST,11
3/5/2018,1,120,TRIPURA,EAST,37
3/5/2018,1,121,KARNATAKA,SOUTH,0
3/5/2018,1,135,MAHARASHTRA,WEST,146
3/5/2018,1,136,TAMIL NADU,SOUTH,88
3/5/2018,1,137,MAHARASHTRA,WEST,18
3/5/2018,1,147,MADHYA PRADESH,CENTRAL,36
3/5/2018,1,159,BIHAR,EAST,0
3/5/2018,1,165,ORISSA,EAST,14
3/5/2018,1,202,UTTARAKHAND,EAST,21
3/5/2018,1,207,GUJARAT,WEST,8
3/5/2018,1,217,BIHAR,EAST,0
3/5/2018,1,248,MAHARASHTRA,WEST,21
3/5/2018,1,249,MAHARASHTRA,WEST,10
3/5/2018,1,250,GUJARAT,WEST,10
3/5/2018,1,251,TRIPURA,EAST,38
3/5/2018,1,254,ASSAM,EAST,22
3/5/2018,1,255,ASSAM,EAST,20
3/5/2018,1,257,GUJARAT,WEST,6
3/5/2018,1,258,HARYANA,NORTH,0
3/5/2018,1,259,HARYANA,NORTH,0
3/5/2018,1,260,TAMIL NADU,SOUTH,0
3/5/2018,1,261,HARYANA,NORTH,0
3/5/2018,1,262,UTTAR PRADESH,EAST,0
3/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
3/5/2018,1,264,PUNJAB,NORTH,0
3/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
3/5/2018,1,266,TELANGANA,SOUTH,0
3/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
3/5/2018,1,268,UTTAR PRADESH,EAST,0
3/5/2018,1,269,UTTAR PRADESH,EAST,0
3/5/2018,1,270,UTTAR PRADESH,EAST,0
3/5/2018,1,271,HARYANA,NORTH,0
4/5/2018,1,1,WEST BENGAL,EAST,197
4/5/2018,1,3,DELHI,NORTH,108
4/5/2018,1,5,KARNATAKA,SOUTH,138
4/5/2018,1,7,WEST BENGAL,EAST,55
4/5/2018,1,8,WEST BENGAL,EAST,45
4/5/2018,1,9,WEST BENGAL,EAST,27
4/5/2018,1,10,WEST BENGAL,EAST,53
4/5/2018,1,11,WEST BENGAL,EAST,27
4/5/2018,1,13,TAMIL NADU,SOUTH,29
4/5/2018,1,14,UTTAR PRADESH,EAST,0
4/5/2018,1,15,PUNJAB,NORTH,25
4/5/2018,1,16,TELANGANA,SOUTH,122
4/5/2018,1,17,ANDHRA PRADESH,SOUTH,10
4/5/2018,1,18,MAHARASHTRA,WEST,44
4/5/2018,1,19,MAHARASHTRA,WEST,67
4/5/2018,1,20,ORISSA,SOUTH,58
4/5/2018,1,21,MAHARASHTRA,WEST,47
4/5/2018,1,29,WEST BENGAL,EAST,26
4/5/2018,1,34,GUJARAT,WEST,132
4/5/2018,1,35,TAMIL NADU,SOUTH,5
4/5/2018,1,36,ASSAM,EAST,81
4/5/2018,1,42,WEST BENGAL,EAST,43
4/5/2018,1,43,TAMIL NADU,SOUTH,2
4/5/2018,1,48,ORISSA,SOUTH,57
4/5/2018,1,61,GUJARAT,WEST,56
4/5/2018,1,62,PUNJAB,NORTH,6
4/5/2018,1,63,JHARKHAND,SOUTH,24
4/5/2018,1,64,KARNATAKA,SOUTH,10
4/5/2018,1,65,ASSAM,EAST,41
4/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
4/5/2018,1,67,GUJARAT,WEST,111
4/5/2018,1,68,GUJARAT,WEST,18
4/5/2018,1,69,TAMIL NADU,SOUTH,3
4/5/2018,1,70,MAHARASHTRA,WEST,7
4/5/2018,1,72,PUNJAB,NORTH,19
4/5/2018,1,73,PUNJAB,NORTH,14
4/5/2018,1,74,MAHARASHTRA,WEST,32
4/5/2018,1,76,TAMIL NADU,SOUTH,15
4/5/2018,1,77,MAHARASHTRA,WEST,26
4/5/2018,1,78,MAHARASHTRA,WEST,20
4/5/2018,1,79,UTTARAKHAND,EAST,12
4/5/2018,1,82,KERALA,SOUTH,15
4/5/2018,1,84,CHHATTISGARH,CENTRAL,0
4/5/2018,1,85,MAHARASHTRA,WEST,22
4/5/2018,1,100,UTTAR PRADESH,EAST,0
4/5/2018,1,101,UTTAR PRADESH,EAST,0
4/5/2018,1,103,BIHAR,EAST,60
4/5/2018,1,104,JHARKHAND,SOUTH,32
4/5/2018,1,105,GUJARAT,WEST,26
4/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
4/5/2018,1,117,MAHARASHTRA,WEST,0
4/5/2018,1,120,TRIPURA,EAST,33
4/5/2018,1,121,KARNATAKA,SOUTH,0
4/5/2018,1,135,MAHARASHTRA,WEST,94
4/5/2018,1,136,TAMIL NADU,SOUTH,81
4/5/2018,1,137,MAHARASHTRA,WEST,28
4/5/2018,1,147,MADHYA PRADESH,CENTRAL,35
4/5/2018,1,159,BIHAR,EAST,0
4/5/2018,1,165,ORISSA,EAST,7
4/5/2018,1,202,UTTARAKHAND,EAST,31
4/5/2018,1,207,GUJARAT,WEST,8
4/5/2018,1,217,BIHAR,EAST,0
4/5/2018,1,248,MAHARASHTRA,WEST,13
4/5/2018,1,249,MAHARASHTRA,WEST,13
4/5/2018,1,250,GUJARAT,WEST,10
4/5/2018,1,251,TRIPURA,EAST,40
4/5/2018,1,254,ASSAM,EAST,27
4/5/2018,1,255,ASSAM,EAST,24
4/5/2018,1,257,GUJARAT,WEST,10
4/5/2018,1,258,HARYANA,NORTH,0
4/5/2018,1,259,HARYANA,NORTH,0
4/5/2018,1,260,TAMIL NADU,SOUTH,0
4/5/2018,1,261,HARYANA,NORTH,0
4/5/2018,1,262,UTTAR PRADESH,EAST,0
4/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
4/5/2018,1,264,PUNJAB,NORTH,0
4/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
4/5/2018,1,266,TELANGANA,SOUTH,0
4/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
4/5/2018,1,268,UTTAR PRADESH,EAST,0
4/5/2018,1,269,UTTAR PRADESH,EAST,0
4/5/2018,1,270,UTTAR PRADESH,EAST,0
4/5/2018,1,271,HARYANA,NORTH,0
5/5/2018,1,1,WEST BENGAL,EAST,182
5/5/2018,1,3,DELHI,NORTH,57
5/5/2018,1,5,KARNATAKA,SOUTH,120
5/5/2018,1,7,WEST BENGAL,EAST,24
5/5/2018,1,8,WEST BENGAL,EAST,61
5/5/2018,1,9,WEST BENGAL,EAST,37
5/5/2018,1,10,WEST BENGAL,EAST,44
5/5/2018,1,11,WEST BENGAL,EAST,42
5/5/2018,1,13,TAMIL NADU,SOUTH,19
5/5/2018,1,14,UTTAR PRADESH,EAST,0
5/5/2018,1,15,PUNJAB,NORTH,19
5/5/2018,1,16,TELANGANA,SOUTH,114
5/5/2018,1,17,ANDHRA PRADESH,SOUTH,7
5/5/2018,1,18,MAHARASHTRA,WEST,25
5/5/2018,1,19,MAHARASHTRA,WEST,58
5/5/2018,1,20,ORISSA,SOUTH,45
5/5/2018,1,21,MAHARASHTRA,WEST,0
5/5/2018,1,29,WEST BENGAL,EAST,27
5/5/2018,1,34,GUJARAT,WEST,112
5/5/2018,1,35,TAMIL NADU,SOUTH,6
5/5/2018,1,36,ASSAM,EAST,51
5/5/2018,1,42,WEST BENGAL,EAST,42
5/5/2018,1,43,TAMIL NADU,SOUTH,3
5/5/2018,1,48,ORISSA,SOUTH,25
5/5/2018,1,61,GUJARAT,WEST,35
5/5/2018,1,62,PUNJAB,NORTH,2
5/5/2018,1,63,JHARKHAND,SOUTH,29
5/5/2018,1,64,KARNATAKA,SOUTH,12
5/5/2018,1,65,ASSAM,EAST,25
5/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
5/5/2018,1,67,GUJARAT,WEST,99
5/5/2018,1,68,GUJARAT,WEST,15
5/5/2018,1,69,TAMIL NADU,SOUTH,7
5/5/2018,1,70,MAHARASHTRA,WEST,24
5/5/2018,1,72,PUNJAB,NORTH,7
5/5/2018,1,73,PUNJAB,NORTH,6
5/5/2018,1,74,MAHARASHTRA,WEST,31
5/5/2018,1,76,TAMIL NADU,SOUTH,6
5/5/2018,1,77,MAHARASHTRA,WEST,25
5/5/2018,1,78,MAHARASHTRA,WEST,29
5/5/2018,1,79,UTTARAKHAND,EAST,2
5/5/2018,1,82,KERALA,SOUTH,19
5/5/2018,1,84,CHHATTISGARH,CENTRAL,0
5/5/2018,1,85,MAHARASHTRA,WEST,11
5/5/2018,1,100,UTTAR PRADESH,EAST,0
5/5/2018,1,101,UTTAR PRADESH,EAST,0
5/5/2018,1,103,BIHAR,EAST,41
5/5/2018,1,104,JHARKHAND,SOUTH,15
5/5/2018,1,105,GUJARAT,WEST,18
5/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
5/5/2018,1,117,MAHARASHTRA,WEST,2
5/5/2018,1,120,TRIPURA,EAST,19
5/5/2018,1,121,KARNATAKA,SOUTH,0
5/5/2018,1,135,MAHARASHTRA,WEST,119
5/5/2018,1,136,TAMIL NADU,SOUTH,67
5/5/2018,1,137,MAHARASHTRA,WEST,26
5/5/2018,1,147,MADHYA PRADESH,CENTRAL,13
5/5/2018,1,159,BIHAR,EAST,0
5/5/2018,1,165,ORISSA,EAST,7
5/5/2018,1,202,UTTARAKHAND,EAST,12
5/5/2018,1,207,GUJARAT,WEST,5
5/5/2018,1,217,BIHAR,EAST,0
5/5/2018,1,248,MAHARASHTRA,WEST,15
5/5/2018,1,249,MAHARASHTRA,WEST,8
5/5/2018,1,250,GUJARAT,WEST,9
5/5/2018,1,251,TRIPURA,EAST,24
5/5/2018,1,254,ASSAM,EAST,14
5/5/2018,1,255,ASSAM,EAST,7
5/5/2018,1,257,GUJARAT,WEST,8
5/5/2018,1,258,HARYANA,NORTH,0
5/5/2018,1,259,HARYANA,NORTH,0
5/5/2018,1,260,TAMIL NADU,SOUTH,0
5/5/2018,1,261,HARYANA,NORTH,0
5/5/2018,1,262,UTTAR PRADESH,EAST,0
5/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
5/5/2018,1,264,PUNJAB,NORTH,0
5/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
5/5/2018,1,266,TELANGANA,SOUTH,0
5/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
5/5/2018,1,268,UTTAR PRADESH,EAST,0
5/5/2018,1,269,UTTAR PRADESH,EAST,0
5/5/2018,1,270,UTTAR PRADESH,EAST,0
5/5/2018,1,271,HARYANA,NORTH,0
6/5/2018,1,1,WEST BENGAL,EAST,154
6/5/2018,1,3,DELHI,NORTH,176
6/5/2018,1,5,KARNATAKA,SOUTH,25
6/5/2018,1,7,WEST BENGAL,EAST,4
6/5/2018,1,8,WEST BENGAL,EAST,38
6/5/2018,1,9,WEST BENGAL,EAST,37
6/5/2018,1,10,WEST BENGAL,EAST,15
6/5/2018,1,11,WEST BENGAL,EAST,28
6/5/2018,1,13,TAMIL NADU,SOUTH,5
6/5/2018,1,14,UTTAR PRADESH,EAST,0
6/5/2018,1,15,PUNJAB,NORTH,24
6/5/2018,1,16,TELANGANA,SOUTH,11
6/5/2018,1,17,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,18,MAHARASHTRA,WEST,8
6/5/2018,1,19,MAHARASHTRA,WEST,31
6/5/2018,1,20,ORISSA,SOUTH,21
6/5/2018,1,21,MAHARASHTRA,WEST,66
6/5/2018,1,29,WEST BENGAL,EAST,21
6/5/2018,1,34,GUJARAT,WEST,22
6/5/2018,1,35,TAMIL NADU,SOUTH,2
6/5/2018,1,36,ASSAM,EAST,14
6/5/2018,1,42,WEST BENGAL,EAST,23
6/5/2018,1,43,TAMIL NADU,SOUTH,0
6/5/2018,1,48,ORISSA,SOUTH,17
6/5/2018,1,61,GUJARAT,WEST,7
6/5/2018,1,62,PUNJAB,NORTH,2
6/5/2018,1,63,JHARKHAND,SOUTH,35
6/5/2018,1,64,KARNATAKA,SOUTH,0
6/5/2018,1,65,ASSAM,EAST,5
6/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,67,GUJARAT,WEST,24
6/5/2018,1,68,GUJARAT,WEST,0
6/5/2018,1,69,TAMIL NADU,SOUTH,0
6/5/2018,1,70,MAHARASHTRA,WEST,1
6/5/2018,1,72,PUNJAB,NORTH,12
6/5/2018,1,73,PUNJAB,NORTH,16
6/5/2018,1,74,MAHARASHTRA,WEST,3
6/5/2018,1,76,TAMIL NADU,SOUTH,0
6/5/2018,1,77,MAHARASHTRA,WEST,5
6/5/2018,1,78,MAHARASHTRA,WEST,2
6/5/2018,1,79,UTTARAKHAND,EAST,23
6/5/2018,1,82,KERALA,SOUTH,1
6/5/2018,1,84,CHHATTISGARH,CENTRAL,0
6/5/2018,1,85,MAHARASHTRA,WEST,2
6/5/2018,1,100,UTTAR PRADESH,EAST,0
6/5/2018,1,101,UTTAR PRADESH,EAST,0
6/5/2018,1,103,BIHAR,EAST,23
6/5/2018,1,104,JHARKHAND,SOUTH,18
6/5/2018,1,105,GUJARAT,WEST,0
6/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,117,MAHARASHTRA,WEST,3
6/5/2018,1,120,TRIPURA,EAST,5
6/5/2018,1,121,KARNATAKA,SOUTH,0
6/5/2018,1,135,MAHARASHTRA,WEST,51
6/5/2018,1,136,TAMIL NADU,SOUTH,13
6/5/2018,1,137,MAHARASHTRA,WEST,9
6/5/2018,1,147,MADHYA PRADESH,CENTRAL,23
6/5/2018,1,159,BIHAR,EAST,0
6/5/2018,1,165,ORISSA,EAST,5
6/5/2018,1,202,UTTARAKHAND,EAST,24
6/5/2018,1,207,GUJARAT,WEST,0
6/5/2018,1,217,BIHAR,EAST,0
6/5/2018,1,248,MAHARASHTRA,WEST,3
6/5/2018,1,249,MAHARASHTRA,WEST,6
6/5/2018,1,250,GUJARAT,WEST,2
6/5/2018,1,251,TRIPURA,EAST,12
6/5/2018,1,254,ASSAM,EAST,0
6/5/2018,1,255,ASSAM,EAST,7
6/5/2018,1,257,GUJARAT,WEST,0
6/5/2018,1,258,HARYANA,NORTH,0
6/5/2018,1,259,HARYANA,NORTH,0
6/5/2018,1,260,TAMIL NADU,SOUTH,0
6/5/2018,1,261,HARYANA,NORTH,0
6/5/2018,1,262,UTTAR PRADESH,EAST,0
6/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,264,PUNJAB,NORTH,0
6/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,266,TELANGANA,SOUTH,0
6/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
6/5/2018,1,268,UTTAR PRADESH,EAST,0
6/5/2018,1,269,UTTAR PRADESH,EAST,0
6/5/2018,1,270,UTTAR PRADESH,EAST,0
6/5/2018,1,271,HARYANA,NORTH,0
7/5/2018,1,1,WEST BENGAL,EAST,255
7/5/2018,1,3,DELHI,NORTH,135
7/5/2018,1,5,KARNATAKA,SOUTH,168
7/5/2018,1,7,WEST BENGAL,EAST,54
7/5/2018,1,8,WEST BENGAL,EAST,47
7/5/2018,1,9,WEST BENGAL,EAST,48
7/5/2018,1,10,WEST BENGAL,EAST,87
7/5/2018,1,11,WEST BENGAL,EAST,51
7/5/2018,1,13,TAMIL NADU,SOUTH,37
7/5/2018,1,14,UTTAR PRADESH,EAST,0
7/5/2018,1,15,PUNJAB,NORTH,50
7/5/2018,1,16,TELANGANA,SOUTH,176
7/5/2018,1,17,ANDHRA PRADESH,SOUTH,17
7/5/2018,1,18,MAHARASHTRA,WEST,53
7/5/2018,1,19,MAHARASHTRA,WEST,94
7/5/2018,1,20,ORISSA,SOUTH,65
7/5/2018,1,21,MAHARASHTRA,WEST,62
7/5/2018,1,29,WEST BENGAL,EAST,33
7/5/2018,1,34,GUJARAT,WEST,137
7/5/2018,1,35,TAMIL NADU,SOUTH,8
7/5/2018,1,36,ASSAM,EAST,93
7/5/2018,1,42,WEST BENGAL,EAST,36
7/5/2018,1,43,TAMIL NADU,SOUTH,7
7/5/2018,1,48,ORISSA,SOUTH,66
7/5/2018,1,61,GUJARAT,WEST,74
7/5/2018,1,62,PUNJAB,NORTH,14
7/5/2018,1,63,JHARKHAND,SOUTH,38
7/5/2018,1,64,KARNATAKA,SOUTH,16
7/5/2018,1,65,ASSAM,EAST,50
7/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
7/5/2018,1,67,GUJARAT,WEST,139
7/5/2018,1,68,GUJARAT,WEST,28
7/5/2018,1,69,TAMIL NADU,SOUTH,9
7/5/2018,1,70,MAHARASHTRA,WEST,15
7/5/2018,1,72,PUNJAB,NORTH,17
7/5/2018,1,73,PUNJAB,NORTH,15
7/5/2018,1,74,MAHARASHTRA,WEST,37
7/5/2018,1,76,TAMIL NADU,SOUTH,11
7/5/2018,1,77,MAHARASHTRA,WEST,31
7/5/2018,1,78,MAHARASHTRA,WEST,27
7/5/2018,1,79,UTTARAKHAND,EAST,28
7/5/2018,1,82,KERALA,SOUTH,6
7/5/2018,1,84,CHHATTISGARH,CENTRAL,0
7/5/2018,1,85,MAHARASHTRA,WEST,23
7/5/2018,1,100,UTTAR PRADESH,EAST,0
7/5/2018,1,101,UTTAR PRADESH,EAST,0
7/5/2018,1,103,BIHAR,EAST,59
7/5/2018,1,104,JHARKHAND,SOUTH,34
7/5/2018,1,105,GUJARAT,WEST,32
7/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
7/5/2018,1,117,MAHARASHTRA,WEST,7
7/5/2018,1,120,TRIPURA,EAST,50
7/5/2018,1,121,KARNATAKA,SOUTH,0
7/5/2018,1,135,MAHARASHTRA,WEST,135
7/5/2018,1,136,TAMIL NADU,SOUTH,104
7/5/2018,1,137,MAHARASHTRA,WEST,41
7/5/2018,1,147,MADHYA PRADESH,CENTRAL,42
7/5/2018,1,159,BIHAR,EAST,0
7/5/2018,1,165,ORISSA,EAST,14
7/5/2018,1,202,UTTARAKHAND,EAST,27
7/5/2018,1,207,GUJARAT,WEST,10
7/5/2018,1,217,BIHAR,EAST,0
7/5/2018,1,248,MAHARASHTRA,WEST,23
7/5/2018,1,249,MAHARASHTRA,WEST,3
7/5/2018,1,250,GUJARAT,WEST,17
7/5/2018,1,251,TRIPURA,EAST,46
7/5/2018,1,254,ASSAM,EAST,21
7/5/2018,1,255,ASSAM,EAST,24
7/5/2018,1,257,GUJARAT,WEST,11
7/5/2018,1,258,HARYANA,NORTH,0
7/5/2018,1,259,HARYANA,NORTH,0
7/5/2018,1,260,TAMIL NADU,SOUTH,0
7/5/2018,1,261,HARYANA,NORTH,0
7/5/2018,1,262,UTTAR PRADESH,EAST,0
7/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
7/5/2018,1,264,PUNJAB,NORTH,0
7/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
7/5/2018,1,266,TELANGANA,SOUTH,0
7/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
7/5/2018,1,268,UTTAR PRADESH,EAST,0
7/5/2018,1,269,UTTAR PRADESH,EAST,0
7/5/2018,1,270,UTTAR PRADESH,EAST,0
7/5/2018,1,271,HARYANA,NORTH,0
8/5/2018,1,1,WEST BENGAL,EAST,201
8/5/2018,1,3,DELHI,NORTH,93
8/5/2018,1,5,KARNATAKA,SOUTH,132
8/5/2018,1,7,WEST BENGAL,EAST,46
8/5/2018,1,8,WEST BENGAL,EAST,50
8/5/2018,1,9,WEST BENGAL,EAST,56
8/5/2018,1,10,WEST BENGAL,EAST,51
8/5/2018,1,11,WEST BENGAL,EAST,14
8/5/2018,1,13,TAMIL NADU,SOUTH,39
8/5/2018,1,14,UTTAR PRADESH,EAST,0
8/5/2018,1,15,PUNJAB,NORTH,42
8/5/2018,1,16,TELANGANA,SOUTH,105
8/5/2018,1,17,ANDHRA PRADESH,SOUTH,5
8/5/2018,1,18,MAHARASHTRA,WEST,46
8/5/2018,1,19,MAHARASHTRA,WEST,88
8/5/2018,1,20,ORISSA,SOUTH,61
8/5/2018,1,21,MAHARASHTRA,WEST,46
8/5/2018,1,29,WEST BENGAL,EAST,16
8/5/2018,1,34,GUJARAT,WEST,142
8/5/2018,1,35,TAMIL NADU,SOUTH,3
8/5/2018,1,36,ASSAM,EAST,74
8/5/2018,1,42,WEST BENGAL,EAST,38
8/5/2018,1,43,TAMIL NADU,SOUTH,4
8/5/2018,1,48,ORISSA,SOUTH,41
8/5/2018,1,61,GUJARAT,WEST,57
8/5/2018,1,62,PUNJAB,NORTH,5
8/5/2018,1,63,JHARKHAND,SOUTH,19
8/5/2018,1,64,KARNATAKA,SOUTH,17
8/5/2018,1,65,ASSAM,EAST,29
8/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
8/5/2018,1,67,GUJARAT,WEST,147
8/5/2018,1,68,GUJARAT,WEST,27
8/5/2018,1,69,TAMIL NADU,SOUTH,7
8/5/2018,1,70,MAHARASHTRA,WEST,16
8/5/2018,1,72,PUNJAB,NORTH,9
8/5/2018,1,73,PUNJAB,NORTH,6
8/5/2018,1,74,MAHARASHTRA,WEST,31
8/5/2018,1,76,TAMIL NADU,SOUTH,7
8/5/2018,1,77,MAHARASHTRA,WEST,24
8/5/2018,1,78,MAHARASHTRA,WEST,27
8/5/2018,1,79,UTTARAKHAND,EAST,14
8/5/2018,1,82,KERALA,SOUTH,19
8/5/2018,1,84,CHHATTISGARH,CENTRAL,0
8/5/2018,1,85,MAHARASHTRA,WEST,12
8/5/2018,1,100,UTTAR PRADESH,EAST,0
8/5/2018,1,101,UTTAR PRADESH,EAST,0
8/5/2018,1,103,BIHAR,EAST,39
8/5/2018,1,104,JHARKHAND,SOUTH,24
8/5/2018,1,105,GUJARAT,WEST,40
8/5/2018,1,111,ANDHRA PRADESH,SOUTH,0
8/5/2018,1,117,MAHARASHTRA,WEST,4
8/5/2018,1,120,TRIPURA,EAST,34
8/5/2018,1,121,KARNATAKA,SOUTH,0
8/5/2018,1,135,MAHARASHTRA,WEST,138
8/5/2018,1,136,TAMIL NADU,SOUTH,73
8/5/2018,1,137,MAHARASHTRA,WEST,32
8/5/2018,1,147,MADHYA PRADESH,CENTRAL,34
8/5/2018,1,159,BIHAR,EAST,0
8/5/2018,1,165,ORISSA,EAST,7
8/5/2018,1,202,UTTARAKHAND,EAST,29
8/5/2018,1,207,GUJARAT,WEST,4
8/5/2018,1,217,BIHAR,EAST,0
8/5/2018,1,248,MAHARASHTRA,WEST,16
8/5/2018,1,249,MAHARASHTRA,WEST,11
8/5/2018,1,250,GUJARAT,WEST,16
8/5/2018,1,251,TRIPURA,EAST,38
8/5/2018,1,254,ASSAM,EAST,21
8/5/2018,1,255,ASSAM,EAST,11
8/5/2018,1,257,GUJARAT,WEST,15
8/5/2018,1,258,HARYANA,NORTH,0
8/5/2018,1,259,HARYANA,NORTH,0
8/5/2018,1,260,TAMIL NADU,SOUTH,0
8/5/2018,1,261,HARYANA,NORTH,0
8/5/2018,1,262,UTTAR PRADESH,EAST,0
8/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
8/5/2018,1,264,PUNJAB,NORTH,0
8/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
8/5/2018,1,266,TELANGANA,SOUTH,0
8/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
8/5/2018,1,268,UTTAR PRADESH,EAST,0
8/5/2018,1,269,UTTAR PRADESH,EAST,0
8/5/2018,1,270,UTTAR PRADESH,EAST,0
8/5/2018,1,271,HARYANA,NORTH,0
9/5/2018,1,1,WEST BENGAL,EAST,227
9/5/2018,1,3,DELHI,NORTH,104
9/5/2018,1,5,KARNATAKA,SOUTH,161
9/5/2018,1,7,WEST BENGAL,EAST,62
9/5/2018,1,8,WEST BENGAL,EAST,45
9/5/2018,1,9,WEST BENGAL,EAST,41
9/5/2018,1,10,WEST BENGAL,EAST,50
9/5/2018,1,11,WEST BENGAL,EAST,57
9/5/2018,1,13,TAMIL NADU,SOUTH,31
9/5/2018,1,14,UTTAR PRADESH,EAST,0
9/5/2018,1,15,PUNJAB,NORTH,47
9/5/2018,1,16,TELANGANA,SOUTH,128
9/5/2018,1,17,ANDHRA PRADESH,SOUTH,19
9/5/2018,1,18,MAHARASHTRA,WEST,44
9/5/2018,1,19,MAHARASHTRA,WEST,74
9/5/2018,1,20,ORISSA,SOUTH,52
9/5/2018,1,21,MAHARASHTRA,WEST,66
9/5/2018,1,29,WEST BENGAL,EAST,22
9/5/2018,1,34,GUJARAT,WEST,134
9/5/2018,1,35,TAMIL NADU,SOUTH,3
9/5/2018,1,36,ASSAM,EAST,71
9/5/2018,1,42,WEST BENGAL,EAST,29
9/5/2018,1,43,TAMIL NADU,SOUTH,5
9/5/2018,1,48,ORISSA,SOUTH,51
9/5/2018,1,61,GUJARAT,WEST,58
9/5/2018,1,62,PUNJAB,NORTH,13
9/5/2018,1,63,JHARKHAND,SOUTH,10
9/5/2018,1,64,KARNATAKA,SOUTH,17
9/5/2018,1,65,ASSAM,EAST,29
9/5/2018,1,66,ANDHRA PRADESH,SOUTH,0
9/5/2018,1,67,GUJARAT,WEST,113
9/5/2018,1,68,GUJARAT,WEST,27
9/5/2018,1,69,TAMIL NADU,SOUTH,7
9/5/2018,1,70,MAHARASHTRA,WEST,21
9/5/2018,1,72,PUNJAB,NORTH,9
9/5/2018,1,73,PUNJAB,NORTH,16
9/5/2018,1,74,MAHARASHTRA,WEST,19
9/5/2018,1,76,TAMIL NADU,SOUTH,9
9/5/2018,1,77,MAHARASHTRA,WEST,30
9/5/2018,1,78,MAHARASHTRA,WEST,24
9/5/2018,1,79,UTTARAKHAND,EAST,23
9/5/2018,1,82,KERALA,SOUTH,8
9/5/2018,1,84,CHHATTISGARH,CENTRAL,0
9/5/2018,1,85,MAHARASHTRA,WEST,16
9/5/2018,1,100,UTTAR PRADESH,EAST,0
9/5/2018,1,101,UTTAR PRADESH,EAST,0
9/5/2018,1,103,BIHAR,EAST,35
9/5/2018,1,104,JHARKHAND,SOUTH,30
9/5/2018,1,105,GUJARAT,WEST,40
9/5/2018,1,111,ANDHRA PRADESH,SOUTH,1
9/5/2018,1,117,MAHARASHTRA,WEST,9
9/5/2018,1,120,TRIPURA,EAST,28
9/5/2018,1,121,KARNATAKA,SOUTH,0
9/5/2018,1,135,MAHARASHTRA,WEST,156
9/5/2018,1,136,TAMIL NADU,SOUTH,99
9/5/2018,1,137,MAHARASHTRA,WEST,38
9/5/2018,1,147,MADHYA PRADESH,CENTRAL,28
9/5/2018,1,159,BIHAR,EAST,0
9/5/2018,1,165,ORISSA,EAST,11
9/5/2018,1,202,UTTARAKHAND,EAST,31
9/5/2018,1,207,GUJARAT,WEST,10
9/5/2018,1,217,BIHAR,EAST,0
9/5/2018,1,248,MAHARASHTRA,WEST,13
9/5/2018,1,249,MAHARASHTRA,WEST,13
9/5/2018,1,250,GUJARAT,WEST,17
9/5/2018,1,251,TRIPURA,EAST,4
9/5/2018,1,254,ASSAM,EAST,23
9/5/2018,1,255,ASSAM,EAST,20
9/5/2018,1,257,GUJARAT,WEST,12
9/5/2018,1,258,HARYANA,NORTH,0
9/5/2018,1,259,HARYANA,NORTH,0
9/5/2018,1,260,TAMIL NADU,SOUTH,0
9/5/2018,1,261,HARYANA,NORTH,0
9/5/2018,1,262,UTTAR PRADESH,EAST,0
9/5/2018,1,263,ANDHRA PRADESH,SOUTH,0
9/5/2018,1,264,PUNJAB,NORTH,0
9/5/2018,1,265,ANDHRA PRADESH,SOUTH,0
9/5/2018,1,266,TELANGANA,SOUTH,0
9/5/2018,1,267,ANDHRA PRADESH,SOUTH,0
